City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
272,saint-philippe,-21.3585,55.7679,29.77,79,31,0.47,RE,1681387032
273,tosya,41.0155,34.0401,11.42,50,71,5.8,TR,1681387032
274,vao,-22.6667,167.4833,25.37,77,100,2.93,NC,1681387033
275,honiara,-9.4333,159.95,25.87,88,94,0.81,SB,1681387033
276,namatanai,-3.6667,152.4333,27.35,78,99,5.96,PG,1681387033
277,sobolevo,54.4299,31.8996,14.7,43,100,5.23,RU,1681387034
278,akdepe,42.0551,59.3788,38.05,9,98,7.37,TM,1681387034
279,sur,22.5667,59.5289,30.19,48,37,2.78,OM,1681386486
280,kabanjahe,3.1001,98.4908,18.71,95,99,0.66,ID,1681387034
281,zyryanka,65.75,150.85,-19.67,100,46,2.13,RU,1681387034
282,alofi,-19.0595,-169.9187,25.94,83,100,5.14,NU,1681387034
283,vadso,70.0744,29.7487,2.09,55,0,7.72,NO,1681386934
284,belaya gora,68.5333,146.4167,-21.19,100,32,1.21,RU,1681387035
285,codrington,-38.2667,141.9667,14.05,88,1,4.51,AU,1681387035
286,kushiro,42.975,144.3747,7.53,45,20,3.09,JP,1681387035
287,bure,10.7,37.0667,25.04,32,97,2.34,ET,1681387035
288,margate,51.3813,1.3862,13.16,50,38,0.89,GB,1681387036
289,marovoay,-16.1,46.6333,31.43,56,20,1.28,MG,1681387036
290,eureka,40.8021,-124.1637,3.71,93,11,2.34,US,1681387036
291,kikugawa,34.7563,138.0874,14.66,72,40,2.06,JP,1681387036
292,beringovskiy,63.05,179.3167,-20.01,98,100,3.06,RU,1681387037
293,mandalgovi,45.7625,106.2708,-2.61,42,3,9.49,MN,1681387037
294,zhigansk,66.7697,123.3711,-7.42,95,100,2.79,RU,1681387037
295,catamarca,-28.4696,-65.7852,16.99,99,100,0.45,AR,1681386638
296,cabo san lucas,22.8909,-109.9124,20.84,50,99,0.45,MX,1681387015
297,kodiak,57.79,-152.4072,2.73,65,100,0.0,US,1681387037
298,cartagena,10.3997,-75.5144,25.79,89,0,1.54,CO,1681386499
299,sao filipe,14.8961,-24.4956,23.21,75,51,2.47,CV,1681387038
300,ikalamavony,-21.15,46.5833,27.48,47,96,2.01,MG,1681387038
301,yarada,17.65,83.2667,31.21,58,0,6.2,IN,1681387038
302,sabang,5.8933,95.3214,28.69,72,42,3.62,ID,1681387038
303,kenora,49.8167,-94.4337,3.54,75,75,4.12,CA,1681387038
304,sarahan,31.5167,77.8,17.47,42,18,2.67,IN,1681387039
305,broken hill,-31.95,141.4333,14.8,67,0,3.63,AU,1681387039
306,sorong,-0.8833,131.25,28.18,78,87,4.37,ID,1681387039
307,casa nova,-9.4167,-41.1333,27.43,54,88,6.77,BR,1681387039
308,the valley,18.217,-63.0578,26.57,83,40,4.12,AI,1681387039
309,maykor,59.0059,55.88,0.78,63,97,5.5,RU,1681387039
310,west wendover,40.7391,-114.0733,3.56,45,100,12.86,US,1681387040
311,tepoztlan,18.9833,-99.1,17.93,60,57,1.01,MX,1681387040
312,yeppoon,-23.1333,150.7333,22.88,50,1,3.07,AU,1681387040
313,wanaka,-44.7,169.15,10.79,94,99,1.72,NZ,1681387040
314,huntingdon,52.3305,-0.1865,13.93,55,38,4.92,GB,1681387040
315,kamina,-8.7386,24.9906,25.96,66,49,2.33,CD,1681387041
316,hay river,60.8156,-115.7999,-9.01,92,100,4.12,CA,1681387041
317,esperance,-33.8667,121.9,21.29,55,68,6.2,AU,1681387041
318,chichester,50.8367,-0.78,12.81,58,33,1.79,GB,1681386768
319,ayan,56.45,138.1667,-7.73,84,77,4.62,RU,1681387042
320,kodinsk,58.6881,99.1844,0.91,66,100,5.96,RU,1681387042
321,alappuzha,9.49,76.3264,28.89,70,15,4.89,IN,1681387042
322,umm lajj,25.0213,37.2685,23.15,46,0,9.29,SA,1681387042
323,aras,42.5617,-2.356,11.23,41,40,8.23,ES,1681387043
324,bulawayo,-20.15,28.5833,29.97,15,3,2.06,ZW,1681387043
325,chara,56.9064,118.2631,-7.08,85,94,1.05,RU,1681387043
326,magdagachi,53.45,125.8,-3.41,94,100,1.63,RU,1681387043
327,manokwari,-0.8667,134.0833,26.81,78,39,0.67,ID,1681387044
328,fauske,67.2588,15.3918,10.02,69,18,4.03,NO,1681386872
329,kuliyapitiya,7.4688,80.0401,30.82,70,37,2.81,LK,1681387044
330,mahajanga,-15.7167,46.3167,34.01,59,40,2.06,MG,1681387044
331,havre-saint-pierre,50.2334,-63.5986,3.0,87,20,3.09,CA,1681387044
332,saint-pierre,-21.3393,55.4781,29.82,70,40,7.72,RE,1681387045
333,lamu,-2.2717,40.902,32.12,61,100,5.25,KE,1681387045
334,castro,-24.7911,-50.0119,20.53,76,0,1.93,BR,1681387045
335,grand gaube,-20.0064,57.6608,29.65,70,12,2.24,MU,1681387046
336,mehamn,71.0357,27.8492,1.97,69,0,9.77,NO,1681387046
337,ajdabiya,30.7554,20.2263,25.51,17,0,4.05,LY,1681386904
338,agadez,19.75,10.25,29.86,7,94,3.24,NE,1681387046
339,meulaboh,4.1363,96.1285,27.4,78,97,1.75,ID,1681387047
340,saint-joseph,-21.3667,55.6167,29.21,80,27,0.95,RE,1681387047
341,pathein,16.7833,94.7333,29.14,57,44,4.87,MM,1681387047
342,mangrol,21.1167,70.1167,30.01,52,99,7.92,IN,1681387047
343,soligalich,59.0778,42.2864,4.8,45,78,5.26,RU,1681386965
344,olga,43.7444,135.2892,5.65,49,0,0.94,RU,1681387047
345,gawler,-34.6,138.7333,16.23,80,0,2.32,AU,1681386976
346,urla,38.3229,26.764,20.22,41,1,2.64,TR,1681386850
347,kisii,-0.6817,34.7667,17.13,93,98,1.32,KE,1681387048
348,rocha,-34.4833,-54.3333,16.14,52,90,5.45,UY,1681386720
349,naze,28.3667,129.4833,19.51,89,35,6.17,JP,1681387048
350,roblin,51.23,-101.3565,-0.42,91,83,1.59,CA,1681387049
351,bengkulu,-3.8004,102.2655,26.91,79,83,0.56,ID,1681387049
352,huilong,31.8111,121.655,14.96,90,100,6.75,CN,1681387049
353,khani,41.9563,42.9566,5.76,97,100,2.7,GE,1681387049
354,fuerte olimpo,-21.0415,-57.8738,24.92,87,2,2.82,PY,1681387050
355,winston-salem,36.0999,-80.2442,12.17,68,0,1.54,US,1681386766
356,usinsk,65.9939,57.5281,-11.12,68,6,5.24,RU,1681387050
357,robertsport,6.7533,-11.3686,28.16,78,43,4.66,LR,1681387050
358,malanville,11.8685,3.3899,40.54,13,28,3.88,BJ,1681387050
359,encantado,-29.2361,-51.8697,21.45,95,90,2.0,BR,1681387025
360,jiaocheng,24.6774,116.1389,23.45,83,79,0.98,CN,1681387051
361,boyolangu,-8.1181,111.8935,25.0,87,100,2.4,ID,1681386830
362,obanazawa,38.6033,140.4019,8.06,53,6,0.62,JP,1681387051
363,maracaibo,10.6317,-71.6406,26.64,74,97,2.38,VE,1681386894
364,bombay,19.0144,72.8479,33.99,49,40,4.12,IN,1681386926
365,ancud,-41.8697,-73.8203,9.0,82,100,2.85,CL,1681387052
366,kalmunai,7.4167,81.8167,29.08,73,7,3.4,LK,1681387053
367,araguacu,-12.9306,-49.8264,25.56,85,89,1.32,BR,1681387053
368,roald,62.5833,6.1333,13.08,47,0,8.23,NO,1681387053
369,gwanda,-20.9333,29.0,30.74,14,0,2.96,ZW,1681387053
370,tungor,53.3808,142.9564,-2.61,97,100,3.68,RU,1681387053
371,prince george,53.9166,-122.753,0.69,67,75,1.54,CA,1681387053
372,novyy urengoy,66.0833,76.6333,-16.54,92,100,7.77,RU,1681387053
373,olonets,60.9847,32.9698,2.28,70,22,6.41,RU,1681387033
374,poronaysk,49.2167,143.1167,-0.46,92,55,1.5,RU,1681387054
375,kahta,37.7855,38.6237,13.65,81,75,5.14,TR,1681387054
376,adrar,20.5022,-10.0711,31.66,18,23,4.22,MR,1681387055
377,puerto leguizamo,-0.1934,-74.7819,22.86,95,100,0.61,CO,1681387055
378,nome,64.5011,-165.4064,-25.96,84,0,0.0,US,1681387055
379,atyrau,47.1167,51.8833,22.01,46,75,7.0,KZ,1681387055
380,pangnirtung,66.1451,-65.7125,-12.0,61,20,1.54,CA,1681387055
381,laguna,38.421,-121.4238,10.08,46,0,7.72,US,1681387045
382,beberibe,-4.1797,-38.1306,27.42,75,100,4.81,BR,1681387056
383,kokopo,-4.352,152.2633,25.85,81,95,2.43,PG,1681387056
384,luganville,-15.5333,167.1667,26.42,86,98,1.93,VU,1681387056
385,dergachi,51.2328,48.7659,17.78,44,100,11.85,RU,1681387056
386,hasanabad,36.5465,61.0543,39.07,9,27,9.34,IR,1681387056
387,katsuura,35.1333,140.3,15.72,72,6,6.66,JP,1681387057
388,pasni,25.2631,63.471,27.04,70,0,9.03,PK,1681387057
389,cidreira,-30.1811,-50.2056,19.75,87,91,7.18,BR,1681387057
390,tukrah,32.5341,20.5791,21.8,37,1,5.87,LY,1681387058
391,jaisinghnagar,23.7,81.3833,37.48,13,100,3.81,IN,1681387058
392,moron,-34.6534,-58.6198,13.32,72,100,3.43,AR,1681387058
393,hailey,43.5196,-114.3153,-1.72,75,86,8.94,US,1681387058
394,cuamba,-14.8031,36.5372,25.49,76,87,1.64,MZ,1681387058
395,aklavik,68.2191,-135.0107,-21.75,91,100,2.76,CA,1681387058
396,port hawkesbury,45.6169,-61.3485,7.17,88,0,5.66,CA,1681387059
397,nanpiao,41.0982,120.7479,16.04,22,81,5.18,CN,1681387059
398,atambua,-9.1061,124.8925,24.03,88,89,0.73,ID,1681387059
399,pedernales,18.0384,-71.744,25.87,72,7,0.59,DO,1681386616
400,mogzon,51.7435,111.9606,-2.71,89,100,4.24,RU,1681387059
401,melfort,52.8667,-104.6177,-1.93,80,38,5.14,CA,1681387059
402,seoul,37.5683,126.9778,12.76,32,0,0.51,KR,1681386750
403,nago,26.5881,127.9761,22.47,82,73,6.06,JP,1681386827
404,bontang,0.1333,117.5,27.7,85,85,3.11,ID,1681387060
405,vila franca do campo,37.7167,-25.4333,16.23,74,44,2.97,PT,1681387060
406,teya,60.3778,92.6267,-3.79,97,100,2.7,RU,1681387060
407,delta del tigre,-34.7633,-56.3853,16.05,67,75,2.06,UY,1681387061
408,maraa,-1.8333,-65.3667,23.43,89,99,1.27,BR,1681387061
409,nantucket,41.2835,-70.0995,13.41,81,0,3.09,US,1681386956
410,nyurba,63.2842,118.3319,-12.44,93,93,1.14,RU,1681387061
411,suntar,62.1444,117.6319,-11.71,93,61,1.61,RU,1681387061
412,blagoyevo,63.3667,47.9167,-5.46,62,5,3.84,RU,1681387062
413,valparaiso,-33.0393,-71.6273,17.22,64,0,2.39,CL,1681386523
414,pingliang,35.5392,106.6861,15.96,33,91,6.4,CN,1681387062
415,nadym,65.5333,72.5167,-15.5,85,95,9.05,RU,1681387062
416,lira,2.235,32.9097,30.59,34,100,1.73,UG,1681387062
417,okha,53.5739,142.9478,-2.33,97,100,4.33,RU,1681387062
418,saryagash,41.4511,69.1701,30.98,28,95,0.97,KZ,1681387062
419,olovyannaya,50.95,115.5667,5.87,38,53,3.53,RU,1681387063
420,manaure,11.7751,-72.4445,25.45,74,98,6.0,CO,1681387063
421,chifeng,42.2683,118.9636,10.16,22,81,3.01,CN,1681387063
422,kenai,60.5544,-151.2583,1.05,86,100,6.17,US,1681387063
423,junagarh,19.8667,82.9333,40.41,12,2,1.02,IN,1681387063
424,ternate,0.8,127.4,28.09,77,70,1.69,ID,1681387063
425,palmer,42.1584,-72.3287,20.74,52,1,0.45,US,1681387063
426,vaasa,63.096,21.6158,9.01,43,0,6.17,FI,1681387064
427,quimper,48.0,-4.1,11.32,62,75,9.77,FR,1681387064
428,smidovich,48.6,133.8167,2.71,66,99,2.79,RU,1681387064
429,portland,45.5234,-122.6762,4.92,92,100,1.34,US,1681387025
430,vestmanna,62.1564,-7.1664,7.51,76,100,4.63,FO,1681387065
431,komsomolskiy,40.4272,71.7189,25.4,33,100,2.06,UZ,1681387065
432,snezhnogorsk,69.1933,33.2531,0.88,70,16,5.37,RU,1681387065
433,mnogovershinnyy,53.9353,139.9242,-6.46,95,100,4.98,RU,1681387065
434,cayenne,4.9333,-52.3333,25.02,94,75,0.0,GF,1681386958
435,arona,28.0996,-16.681,24.95,51,0,10.8,ES,1681387065
436,sisimiut,66.9395,-53.6735,-3.85,81,36,1.73,GL,1681387066
437,sao joao da barra,-21.6403,-41.0511,25.05,76,66,3.53,BR,1681387066
438,norfolk,42.1668,-71.2495,17.03,53,12,0.89,US,1681387066
439,jinchang,38.4953,102.1739,7.93,50,100,2.77,CN,1681387066
440,coihaique,-45.5752,-72.0662,-6.03,100,0,0.51,CL,1681387066
441,baykit,61.67,96.37,-0.38,96,100,2.91,RU,1681387066
442,matagami,49.7502,-77.6328,2.06,75,75,2.06,CA,1681387067
443,lethbridge,49.7,-112.8186,-2.19,93,0,2.57,CA,1681387067
444,victor harbor,-35.5667,138.6167,14.27,85,37,1.7,AU,1681387067
445,fare,-16.7,-151.0167,27.36,73,3,6.37,PF,1681387067
446,vilyuysk,63.7553,121.6247,-7.95,93,100,2.07,RU,1681387067
447,pacific grove,36.6177,-121.9166,6.06,82,0,2.57,US,1681387019
448,kibaha,-6.7667,38.9167,24.29,67,99,3.7,TZ,1681387067
449,khalkhal,37.6189,48.5258,11.77,34,82,14.1,IR,1681387068
450,nioro,13.35,-15.75,36.14,24,100,3.27,GM,1681387068
451,itoman,26.1247,127.6694,23.01,85,75,7.72,JP,1681387068
452,bulgan,48.8125,103.5347,-3.22,48,88,0.5,MN,1681387068
453,lisakovsk,52.5369,62.4936,16.16,41,100,2.43,KZ,1681387068
454,tokur,53.1333,132.9,-9.51,93,100,1.69,RU,1681387069
455,huadian,42.9633,126.7478,11.13,23,100,1.86,CN,1681387069
456,ayame,5.6083,-3.1563,33.78,51,36,2.63,CI,1681387069
457,santa cruz de la palma,28.6835,-17.7642,22.08,64,75,6.69,ES,1681387069
458,southbridge,42.0751,-72.0334,20.58,63,8,0.89,US,1681387069
459,rafaela,-31.2503,-61.4867,15.0,60,96,2.24,AR,1681387069
460,davila,18.4726,120.5763,29.99,88,21,4.85,PH,1681387070
461,mikhaylovka,50.06,43.2379,14.83,44,100,9.81,RU,1681386740
462,pochutla,15.7432,-96.4661,21.57,69,51,1.31,MX,1681387070
463,twin falls,42.3505,-114.6445,-1.81,64,100,8.75,US,1681387070
464,arroyo,41.6096,-4.7969,13.95,38,20,5.66,ES,1681387070
465,sola,-13.8833,167.55,27.01,80,100,4.89,VU,1681387070
466,sinnamary,5.3833,-52.95,26.6,82,41,2.8,GF,1681387071
467,ebeltoft,56.1944,10.6821,12.01,62,40,5.14,DK,1681387071
468,petropavlovsk-kamchatskiy,53.0452,158.6483,-0.67,80,75,6.0,RU,1681387071
469,two rivers,44.1539,-87.5693,19.07,59,0,5.66,US,1681387071
470,zhuhai,22.2769,113.5678,26.59,88,20,4.63,CN,1681387071
471,apopka,28.6806,-81.5095,21.68,97,91,2.83,US,1681387072
472,wewak,-3.5534,143.6268,26.84,85,28,5.22,PG,1681386811
473,cabedelo,-6.9811,-34.8339,28.37,74,88,7.58,BR,1681387072
474,korla,41.7597,86.1469,18.12,19,21,8.09,CN,1681387072
475,constitucion,-35.3333,-72.4167,13.31,88,94,1.46,CL,1681387072
476,ginda,30.6945,78.4932,23.75,24,13,2.6,IN,1681387072
477,salym,60.0625,71.4789,-10.64,71,99,4.84,RU,1681387072
478,sal rei,16.1833,-22.9167,25.11,65,75,5.14,CV,1681387073
479,narasannapeta,18.4167,84.05,31.37,54,0,5.38,IN,1681387073
480,gat,31.61,34.7642,18.38,100,75,9.12,IL,1681387073
481,shambu,9.5667,37.1,20.76,39,86,1.51,ET,1681387073
482,pokrovskoye,47.4157,38.8971,10.59,92,100,5.61,RU,1681387073
483,butzbach,50.4339,8.6712,11.3,74,100,4.37,DE,1681387073
484,nelson bay,-32.7167,152.15,20.0,97,83,3.13,AU,1681387074
485,berekum,7.4534,-2.584,34.72,43,71,1.41,GH,1681387074
486,goroka,-6.0834,145.3873,17.06,96,100,0.79,PG,1681387074
487,manggar,-2.8833,108.2667,27.53,79,87,1.77,ID,1681387074
488,don sak,9.3168,99.6918,31.94,75,72,2.77,TH,1681387075
489,lianzhou,24.7811,112.3825,23.55,91,42,1.85,CN,1681387075
490,porto walter,-8.2686,-72.7439,23.57,90,90,0.58,BR,1681387075
491,sept-iles,50.2001,-66.3821,3.92,71,20,4.63,CA,1681386931
492,ust-tsilma,65.441,52.1498,-7.68,69,18,2.83,RU,1681387075
493,acajutla,13.5928,-89.8275,26.46,65,100,1.94,SV,1681386867
494,nikolskoye,59.7035,30.7861,6.94,54,99,5.09,RU,1681387075
495,kloulklubed,7.0419,134.2556,25.28,73,33,4.59,PW,1681387076
496,san luis,-33.295,-66.3356,10.76,76,63,5.65,AR,1681387076
497,pontes e lacerda,-15.2261,-59.3353,23.82,92,77,1.24,BR,1681387076
498,ostersund,63.1792,14.6357,5.25,81,40,7.72,SE,1681386878
499,oktyabrskiy,54.4815,53.471,16.26,27,100,3.66,RU,1681387076
500,walvis bay,-22.9575,14.5053,21.35,52,8,6.86,NA,1681387005
501,krasnoarmeysk,51.0239,45.6969,14.73,55,100,12.19,RU,1681387077
502,north bend,43.4065,-124.2243,2.7,94,0,3.6,US,1681387077
503,ilulissat,69.2167,-51.1,-7.74,81,100,0.73,GL,1681387077
504,isangel,-19.55,169.2667,26.5,85,40,2.47,VU,1681387077
505,vila,42.0304,-8.1588,8.17,83,100,2.47,PT,1681387077
506,novo selo,41.4139,22.8811,18.35,46,3,3.01,MK,1681387077
507,kadirli,37.3739,36.0961,17.87,62,48,4.72,TR,1681387078
508,kamenka,51.3223,42.7678,11.43,58,100,10.72,RU,1681386884
509,anju,39.6178,125.6647,10.79,58,100,1.95,KP,1681387078
510,san policarpo,12.1791,125.5072,27.22,85,90,3.85,PH,1681387078
511,cuautlapan,18.8667,-97.0333,15.71,89,36,1.37,MX,1681387078
512,mountain home,43.133,-115.6912,-0.29,85,100,6.26,US,1681387078
513,severo-yeniseyskiy,60.3725,93.0408,-4.68,97,100,1.83,RU,1681387079
514,cayhagan,9.6697,122.4256,26.47,78,6,1.01,PH,1681387079
515,nanortalik,60.1432,-45.2371,1.17,86,100,0.56,GL,1681387079
516,liezen,47.5667,14.2333,6.91,98,100,2.1,AT,1681387079
517,otofuke,42.9917,143.2003,7.53,55,33,1.12,JP,1681387079
518,iqaluit,63.7506,-68.5145,-11.15,85,100,0.89,CA,1681387080
519,hanchuan,30.65,113.7667,21.06,79,60,1.53,CN,1681387080
520,haifa,32.8156,34.9892,18.98,65,21,2.68,IL,1681387080
521,najran,17.4924,44.1277,33.36,21,29,4.56,SA,1681387080
522,ixtapa,20.7,-105.2,19.57,74,81,0.87,MX,1681387080
523,zhigalovo,54.8097,105.1578,-4.36,70,72,0.58,RU,1681387080
524,alta,69.9689,23.2717,3.44,64,0,5.66,NO,1681387081
525,kalach-na-donu,48.691,43.5264,20.72,35,100,3.85,RU,1681387081
526,vestmannaeyjar,63.4427,-20.2734,6.55,81,0,4.63,IS,1681387081
527,bhunya,-26.55,31.0167,27.87,18,0,2.85,SZ,1681387081
528,kangaatsiaq,68.3065,-53.4641,-3.79,83,100,1.9,GL,1681387081
529,itarema,-2.9248,-39.9167,27.81,76,83,4.62,BR,1681387082
530,odemira,37.598,-8.6397,15.65,38,90,5.01,PT,1681387082
531,da nang,16.0678,108.2208,26.99,89,75,2.06,VN,1681387082
532,hami,42.8,93.45,16.5,16,5,8.46,CN,1681387083
533,chipinge,-20.1883,32.6236,26.31,38,1,1.32,ZW,1681387083
534,weifang,36.71,119.1019,19.13,68,100,2.84,CN,1681387083
535,rawson,-43.3002,-65.1023,7.89,51,0,5.31,AR,1681387083
536,puerto baquerizo moreno,-0.9,-89.6,26.56,76,60,0.81,EC,1681387084
537,muros,42.7762,-9.0603,15.64,88,88,7.99,ES,1681387084
538,pandan,14.0453,124.1694,26.06,83,75,2.87,PH,1681387084
539,dromolaxia,34.8761,33.586,21.81,45,40,3.58,CY,1681387084
540,nishihara,26.1842,127.7558,22.6,86,75,7.72,JP,1681387084
541,iquitos,-3.7481,-73.2472,24.02,100,40,1.03,PE,1681387084
542,werda,-25.2667,23.2833,33.08,13,0,6.58,BW,1681387085
543,aquiraz,-3.9014,-38.3911,29.05,76,99,5.11,BR,1681387085
544,xingcheng,40.6167,120.7167,10.41,64,89,4.88,CN,1681387086
545,kosjeric,43.9961,19.9069,19.03,44,91,1.99,RS,1681387086
